bulan, titik_lokasi , kecamatan , wilayah , panjang/luas ,satuan_panjang/luas,tanggal,volume_sampah_perhari(m3)
6,PHB Abdul Jalil,Tanah Abang,Jakarta Pusat,12000,m,7,4.48
6,PHB Kampung Bali,Tanah Abang,Jakarta Pusat,2000,m,7,4.48
6,PHB Petamburan,Tanah Abang,Jakarta Pusat,1500,m,7,0.2
6,PHB Danau Poso,Tanah Abang,Jakarta Pusat,1500,m,7,4.48
6,PHB Fahrudin,Tanah Abang,Jakarta Pusat,900,m,7,4.48
6,PHB Jati Baru,Tanah Abang,Jakarta Pusat,1500,m,7,4.48
6,Kali / Sungai Ciliwung Gunung Sahari Jembatan Merah,Sawah Besar,Jakarta Pusat,600,m,7,1
6,Kali / Sungai Ciliwung Gunung Sahari Jl. Suratmo,Sawah Besar,Jakarta Pusat,1500,m,7,4
6,Kali / Sungai Anak Ciliwung Jl. Mangga Besar XIII,Sawah Besar,Jakarta Pusat,1000,m,7,12
6,Kali / Sungai Ciliwung Kota Pecenongan,Sawah Besar,Jakarta Pusat,300,m,7,12
6,Kali / Sungai Ciliwung Ps. Baru Yasbum,Sawah Besar,Jakarta Pusat,500,m,7,0.5
6,Kali / Sungai Ciliwung Jl. Antara - Pasar Baru Selatan Ps. Baru Jl. Antara,Sawah Besar,Jakarta Pusat,600,m,7,0
6,Kali / Sungai Ciliwung Kota Jl. Hayam Wuruk,Sawah Besar,Jakarta Pusat,300,m,7,12
6,Kali / Sungai Ciliwung Ps. Baru Golden Truly,Sawah Besar,Jakarta Pusat,400,m,7,12
6,Kali / Sungai Ciliwung Kota Jl. Ir. Juanda,Sawah Besar,Jakarta Pusat,300,m,7,0.5
6,Kali / Sungai Ciliwung Pangeran Jayakarta,Sawah Besar,Jakarta Pusat,600,m,7,3
6,PHB Rajawali Selatan,Sawah Besar,Jakarta Pusat,300,m,7,12
6,PHB Mangga Dua Abdad,Sawah Besar,Jakarta Pusat,400,m,7,0.5
6,PHB Mangga Dua Dalam,Sawah Besar,Jakarta Pusat,500,m,7,0.5
6,PHB Industri,Sawah Besar,Jakarta Pusat,200,m,7,0
6,PHB Panca Warna,Sawah Besar,Jakarta Pusat,500,m,7,1
6,PHB Dwi Warna,Sawah Besar,Jakarta Pusat,300,m,7,0.5
6,PHB Gunung Sahari 7A,Sawah Besar,Jakarta Pusat,200,m,7,0
6,PHB Kartini V,Sawah Besar,Jakarta Pusat,300,m,7,0
6,Kali Ciliwung Raden Saleh,Senen,Jakarta Pusat,1000,m,7,0
6,Kali Ciliwung Ruas Toko Gunung Agung/Kwitang,Senen,Jakarta Pusat,1000,m,7,7
6,Kali Ciliwung Ruas Kali Pasir,Senen,Jakarta Pusat,1000,m,7,0
6,Kali Sentiong samping BSI,Senen,Jakarta Pusat,1000,m,7,12
6,Kali Sentiong H. Murtado,Senen,Jakarta Pusat,1000,m,7,0
6,Kali / Sungai Sentiong - Paseban Timur,Senen,Jakarta Pusat,1500,m,7,12
6,Kali Lio,Senen,Jakarta Pusat,2000,m,7,1
6,PHB Kembang Pacar,Senen,Jakarta Pusat,2000,m,7,0.5
6,PHB Kembang Raya,Senen,Jakarta Pusat,2000,m,7,12
6,PHB Sedap Malam,Senen,Jakarta Pusat,2000,m,7,12
6,PHB Pal Putih,Senen,Jakarta Pusat,2000,m,7,12
6,PHB Pramuka,Senen,Jakarta Pusat,2000,m,7,0
6,PHB Perapatan Senen,Senen,Jakarta Pusat,2000,m,7,0
6,PHB Raden Saleh,Senen,Jakarta Pusat,2500,m,7,0.5
6,PHB Kwini,Senen,Jakarta Pusat,2000,m,7,0.5
6,PHB Wahidin,Senen,Jakarta Pusat,2000,m,7,0.5
6,PHB Kali Baru Timur,Senen,Jakarta Pusat,2000,m,7,0.5
6,Kali BKT Marunda Pintu Air Sekatan 1,Cilincing,Jakarta Utara,3500/70,,7,-
6,Kali BKT Marunda Pintu Air Sekatan 2,Cilincing,Jakarta Utara,1400/10,,7,-
6,Kali Cakung Drain Sekatan 1,Cilincing,Jakarta Utara,1100/10,,7,14
6,Kali Cakung Drain Sekatan 2,Cilincing,Jakarta Utara,1000/10,,7,-
6,Kali Muara Cakung Drain,Cilincing,Jakarta Utara,1000/10,,7,-
6,Kali Bangleo Kelurahan Kali Baru,Cilincing,Jakarta Utara,1000/10,,7,-
6,Kali Sengkang Kel. Kali Baru,Cilincing,Jakarta Utara,700/10,,7,-
6,Kali Sepatan,Cilincing,Jakarta Utara,3000/15,,7,-
6,Kali Gendong Ruas Rawa Malang,Cilincing,Jakarta Utara,2000/10,,7,-
6,Kali Gendong belakang TPU Budidarma,Cilincing,Jakarta Utara,2000/4,,7,-
6,Kali Gendong SDN 07,Cilincing,Jakarta Utara,1000/7,,7,-
6,Kali Gendong Pintu Air Bulak Cabe,Cilincing,Jakarta Utara,1000/10,,7,-
6,Kali Blencong Jl.Raya Cacing - Budi Darma,Cilincing,Jakarta Utara,700/15,,7,-
6,Kali Bangleo Jl.Baru Tanah Merdeka - Saringan Arah Laut,Cilincing,Jakarta Utara,1000/6,,7,-
6,Kali Cakung Lama Orchad,Cilincing,Jakarta Utara,700/6,,7,-
6,Kali Cakung Lama Griya Lestari,Cilincing,Jakarta Utara,800/7,,7,-
6,Kali Cakung Lama Bambuan,Cilincing,Jakarta Utara,1000/8,,7,-
6,PHB Jalan Baru Kel. Kali Baru,Cilincing,Jakarta Utara,1000/8,,7,-
6,PHB Tanah Merdeka,Cilincing,Jakarta Utara,2000/6,,7,-
6,PHB Gang Sate,Cilincing,Jakarta Utara,2000/10,,7,-
6,PHB Dewa Ruci,Cilincing,Jakarta Utara,1000/5,,7,-
6,PHB Akses Cilincing Raya/Dewa Kembar,Cilincing,Jakarta Utara,2000/15,,7,-
6,PHB Pos 5,Cilincing,Jakarta Utara,2000/5,,7,-
6,PHB Sungai Begog,Cilincing,Jakarta Utara,1000/4,,7,-
6,PHB Pedongkelan,Cilincing,Jakarta Utara,1000/4,,7,-
6,PHB Akses Marunda,Cilincing,Jakarta Utara,1,Ha,7,-
6,PHB KBN Bulog Aliran PT Komatsu,Cilincing,Jakarta Utara,1000/5,,7,-
6,PHB Depan KBN Bulog Akses Cacing Raya,Cilincing,Jakarta Utara,1000/5,,7,-
6,PHB Cacing Raya Aliran Sukapura,Cilincing,Jakarta Utara,1000/7,,7,-
6,PHB Gubuk Genteng,Cilincing,Jakarta Utara,1000/10,,7,-
6,PHB Yon Air,Cilincing,Jakarta Utara,1500/10,,7,-
6,PHB Progo,Cilincing,Jakarta Utara,1500/10,,7,-
6,PHB Armada Cakung Lama Kel. Sukapura,Cilincing,Jakarta Utara,1000/6,,7,-
6,PHB Betik,Cilincing,Jakarta Utara,1000/5,,7,-
6,PHB Pintu Dua Pegangsaan Kel. Sukapura,Cilincing,Jakarta Utara,2000/4,,7,-
6,Kali Srengseng Kampung Kurus Semper Barat,Cilincing,Jakarta Utara,700/8,,7,-
6,PHB Serengseng Gereja Tugu Kel. Semper Barat,Cilincing,Jakarta Utara,1000/6,,7,-
6,PHB Pintu Air KBN Terusan Ak Cacing Raya,Cilincing,Jakarta Utara,800/4,,7,-
6,PHB Kelurahan Cilincing,Cilincing,Jakarta Utara,1000/30,,7,-
6,PHB Serengseng Belakang Gereja HKI Akses Cacing Raya Kel. Semper Barat,Cilincing,Jakarta Utara,700/5,,7,-
6,PHB Green Garden,Cilincing,Jakarta Utara,700/4,,7,-
6,PHB Sungai Kendal,Cilincing,Jakarta Utara,700/3,,7,-
6,PHB Sarang Bango,Cilincing,Jakarta Utara,1000/3,,7,-
6,PHB Marunda Baru,Cilincing,Jakarta Utara,900/5,,7,-
6,PHB KBN Marunda,Cilincing,Jakarta Utara,1000/7,,7,-
6,PHB Regeh Marunda,Cilincing,Jakarta Utara,500/6,,7,-
6,PHB Bendungan Marunda,Cilincing,Jakarta Utara,1000/4,,7,-
6,PHB KBN Marunda Pos 5,Cilincing,Jakarta Utara,1000/5,,7,-
6,PHB H. Tomplek,Cilincing,Jakarta Utara,500/10,,7,-
6,PHB Karang Tengah,Cilincing,Jakarta Utara,1000/10,,7,-
6,PHB Babek TNI,Cilincing,Jakarta Utara,500/10,,7,-
6,PHB Bambu Kuning,Cilincing,Jakarta Utara,300/3,,7,-
6,PHB Danau Griya Lestari,Cilincing,Jakarta Utara,500/5,,7,-
6,PHB Kampung Kandang,Cilincing,Jakarta Utara,3500/70,,7,-
6,PHB Akses Marunda Semper Timur,Cilincing,Jakarta Utara,3000/32,,7,-
6,PHB Taruna Kel. Sukapura,Cilincing,Jakarta Utara,1000/3,,7,-
6,PHB Irigasi 1,Cilincing,Jakarta Utara,1000/2,,7,-
6,PHB Irigasi 2,Cilincing,Jakarta Utara,1000/2,,7,-
6,PHB Irigasi 3,Cilincing,Jakarta Utara,1000/2,,7,-
6,Kali BKT Marunda Muara Kali Poncol,Cilincing,Jakarta Utara,200/17,,7,-
6,PHB Kampung Rawa Malang Kel. Semper Timur,Cilincing,Jakarta Utara,500/3,,7,-
6,PHB Bea Cukai Kel. Sukapura,Cilincing,Jakarta Utara,500/4,,7,-
6,Kali Srengseng Jembatan SMP 231 Kel. Semper Barat,Cilincing,Jakarta Utara,500/8,,7,-
6,Kali Sepatan Akses Cacing Raya Kel. Rorotan,Cilincing,Jakarta Utara,700/15,,7,-
6,PHB Kebantenan,Cilincing,Jakarta Utara,600/3,,7,-
6,PHB Pure Dewaruci Kel. Semper Barat,Cilincing,Jakarta Utara,500/5,,7,-
6,PHB Gang Macan Kel. Kalibaru,Cilincing,Jakarta Utara,500/5,,7,-
6,PHB Gubug Genteng Kampung Kandang,Cilincing,Jakarta Utara,700/10,,7,-
6,PHB Gading Griya Lestari Kel. Sukapura,Cilincing,Jakarta Utara,500/4,,7,-
6,PHB Progo Belakang Rumah Sakit Dinas LH Kel. Semper Barat,Cilincing,Jakarta Utara,600/5,,7,-
6,PHB Jl Bakti V Kel. Cilincing,Cilincing,Jakarta Utara,500/3,,7,-
6,PHB Rorotan Kandang Sapi Kel. Rorotan,Cilincing,Jakarta Utara,700/4,,7,-
6,PHB Grandong Jl Bakti VI Samping Kantor Kel. Cilincing,Cilincing,Jakarta Utara,600/3,,7,-
6,Kali Gendong Rusun Cilincing,Cilincing,Jakarta Utara,500/10,,7,-
6,Kali Gendong Kampung Sawah,Cilincing,Jakarta Utara,1000/10,,7,4
6,PHB Cabang 4,Cilincing,Jakarta Utara,500/10,,7,-
6,PHB Armain,Cilincing,Jakarta Utara,500/3,,7,-
6,PHB Nagrak Rusun,Cilincing,Jakarta Utara,1000/6,,7,-
6,PHB Alwathoniyah Kel. Rorotan,Cilincing,Jakarta Utara,500/3,,7,-
6,PHB Karang Anyar,Cilincing,Jakarta Utara,2000/3.5,,7,-
6,PHB Samping SMP 200 Rorotan,Cilincing,Jakarta Utara,1000/3,,7,-
6,PHB Green Garden Samping Rusun Padat Karya,Cilincing,Jakarta Utara,800/3,,7,-
6,Waduk Kodamar,Kelapa Gading,Jakarta Utara,8,Ha,7,-
6,Kali Sunter MOI,Kelapa Gading,Jakarta Utara,1500/35,,7,1.5
6,Kali Sunter Depan Kodamar,Kelapa Gading,Jakarta Utara,1300/35,,7,3
6,Kali Sunter Pintu Air 8,Kelapa Gading,Jakarta Utara,900/35,,7,1.5
6,Kali Sunter Printis (Jembatan Goro),Kelapa Gading,Jakarta Utara,900/35,,7,-
6,Kali Sunter Lantamal,Kelapa Gading,Jakarta Utara,1000/35,,7,1.5
6,Kali Gading Kirana,Kelapa Gading,Jakarta Utara,900/10,,7,1.5
6,PHB Kirana Utara,Kelapa Gading,Jakarta Utara,1000/3,,7,-
6,PHB Mediterania,Kelapa Gading,Jakarta Utara,600/4,,7,-
6,PHB BGR (Pistol Silang),Kelapa Gading,Jakarta Utara,1200/5,,7,-
6,PHB Taman Pegangsaan II (TPI),Kelapa Gading,Jakarta Utara,1500/6,,7,-
6,PHB Perumahan ARCADIA,Kelapa Gading,Jakarta Utara,1500/4,,7,-
6,PHB Balai Samudera/Saringan,Kelapa Gading,Jakarta Utara,450/6,,7,-
6,PHB Grande Pintu 2,Kelapa Gading,Jakarta Utara,1000/3,,7,-
6,PHB Don Bosco,Kelapa Gading,Jakarta Utara,1000/3,,7,-
6,PHB Flay Over Kelapa Gading Depan TPI,Kelapa Gading,Jakarta Utara,200/5,,7,-
6,PHB Hyper Mart,Kelapa Gading,Jakarta Utara,450/6,,7,-
6,PHB Kelapa Lilin,Kelapa Gading,Jakarta Utara,350/3,,7,-
6,PHB Sunter Perintis Pospol,Kelapa Gading,Jakarta Utara,200/5,,7,-
6,PHB Sunter Perintis Saringan,Kelapa Gading,Jakarta Utara,250/5,,7,-
6,PHB Komplek Perumahan Gading Residence,Kelapa Gading,Jakarta Utara,400/3,,7,-
6,PHB Pos Pomal Kel. Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,800/4,,7,3
6,PHB Kali Betik RW 017. Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,600/4,,7,-
6,PHB RW 018 Aliran Kali Betik Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,400/4,,7,-
6,PHB Arcadia Kelapa Puan Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,600/6,,7,-
6,PHB Kelapa Puan RW 12 Perumahan Arcadia,Kelapa Gading,Jakarta Utara,450/4,,7,-
6,PHB Kali Gendong Bypass Depan Komplek,Kelapa Gading,Jakarta Utara,800/2,,7,-
6,PHB Warung Jengkol Kel.Pegangsaan Dua,Kelapa Gading,Jakarta Utara,1500/3,,7,-
6,Kali Sunter Perintis Pompa Ria Rio,Kelapa Gading,Jakarta Utara,750/35,,7,-
6,Kali Jembatan Mesjid Lantamal,Kelapa Gading,Jakarta Utara,751/35,,7,-
6,PHB Mawar Saron,Kelapa Gading,Jakarta Utara,500/8,,7,-
6,PHB Saringan IKIP,Kelapa Gading,Jakarta Utara,500/4,,7,-
6,PHB Depan Gereja Yakobus,Kelapa Gading,Jakarta Utara,500/4,,7,-
6,PHB Kepu Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,500/3,,7,-
6,PHB Pondok Gading Rw 16 Kel. Pegangsaan Dua,Kelapa Gading,Jakarta Utara,500/4,,7,-
6,PHB Janur Elok,Kelapa Gading,Jakarta Utara,500/5,,7,-
6,PHB Tarian Raya Perbatasan Antara Kel. Kelapa Gading Timur dan Pegangsaan Dua,Kelapa Gading,Jakarta Utara,1000/10,,7,-
6,PHB Asri Kel. Kelapa Gading Barat Kec. Kelapa Gading,Kelapa Gading,Jakarta Utara,700/5,,7,-
6,PHB Tarian Raya Gading Timur,Kelapa Gading,Jakarta Utara,150/3,,7,-
6,PHB Kali Gendong Artha Gading,Kelapa Gading,Jakarta Utara,500/4,,7,-
6,PHB Petukangan Lama,Kelapa Gading,Jakarta Utara,500/8,,7,-
6,PHB Harmoni,Kelapa Gading,Jakarta Utara,300/3,,7,-
6,PHB Boulevard Selatan,Kelapa Gading,Jakarta Utara,800/3,,7,-
6,PHB Fly Over Don Bosco,Kelapa Gading,Jakarta Utara,500/4,,7,-
6,PHB Kali Gendong Depan MOI Kel. Klp Gading Barat,Kelapa Gading,Jakarta Utara,800/2,,7,-
6,PHB Crossing Kali Item,Kelapa Gading,Jakarta Utara,150/5,,7,-
6,Saringan Sampah Pulomas,Kelapa Gading,Jakarta Utara,,,7,0
6,Saringan Sampah IKIP,Kelapa Gading,Jakarta Utara,,,7,0
6,Kali Sunter Jl.Yos Sudarso Artha Gading - Jembatan Plumpang,Koja,Jakarta Utara,1500/35,,7,1
6,Kali Betik Rawa Sengon Jembatan Pertamina,Koja,Jakarta Utara,1000/6,,7,6
6,Kali Sunter Jembatan Plumpang - Jembatan Baru,Koja,Jakarta Utara,1800/35,,7,0.5
6,Kali Sunter Jembatan Baru - Jembatan Jalan Deli,Koja,Jakarta Utara,1500/35,,7,6
6,Kali Betik Rawa Sengon Jembatan Besi,Koja,Jakarta Utara,1000/6,,7,6
6,Kali Betik Jembatan Besi - Pasar Tradisional,Koja,Jakarta Utara,1500/6,,7,0
6,Kali Lagoa Kanal - Pocis,Koja,Jakarta Utara,700/30,,7,1
6,Pompa Waduk Rawa Badak,Koja,Jakarta Utara,2,ha,7,0.5
6,Waduk Rawa Badak,Koja,Jakarta Utara,8,ha,7,0.5
6,PHB Bendungan Melayu,Koja,Jakarta Utara,600/6,,7,6
6,Kali Betik Villa Permata Gading Rw.04 Kel.Tugu Selatan,Koja,Jakarta Utara,1000/12,,7,-
6,PHB Kali Betik Depan Stadion Tugu. Kel. Tugu Selatan,Koja,Jakarta Utara,250/6,,7,0.25
6,Kali Betik Villa Permata. Jembatan Tanah Merah Atas,Koja,Jakarta Utara,200/13,,7,0.25
6,PHB Lagoa Sindang,Koja,Jakarta Utara,700/3,,7,-
6,PHB Kali Layar - Komplek BPP,Koja,Jakarta Utara,800/6,,7,0
6,PHB Mayangsari,Koja,Jakarta Utara,400/2.5,,7,6
6,PHB Rawa Badak Utara,Koja,Jakarta Utara,600/3,,7,-
6,PHB Jl. Deli Lorong 22,Koja,Jakarta Utara,500/1.5,,7,0.5
6,PHB YOS Sudarso sisi Timur,Koja,Jakarta Utara,1500/1.5,,7,-
6,PHB Kali Gendong Sunter,Koja,Jakarta Utara,1000/1.5,,7,0.25
6,PHB Kali Sepak,Koja,Jakarta Utara,900/6.5,,7,0.25
6,PHB Maja - Sakura,Koja,Jakarta Utara,900/9,,7,12
6,PHB Lagoa,Koja,Jakarta Utara,700/6,,7,0.25
6,PHB Lorong 104,Koja,Jakarta Utara,600/2,,7,6
6,PHB Pinang,Koja,Jakarta Utara,1000/6,,7,12
6,PHB Saluran Waduk Sunter III,Koja,Jakarta Utara,600/1,,7,-
6,PHB Mawar Dalam Kel. Tugu Utara,Koja,Jakarta Utara,400/3,,7,0.25
6,PHB Walangsari Kel. Tugu Utara,Koja,Jakarta Utara,200/3,,7,0.25
6,PHB Lontar,Koja,Jakarta Utara,400/2.5,,7,-
6,PHB Gading Asri,Koja,Jakarta Utara,1000/6,,7,0.25
6,Kali Lagoa Kanal Saringan JICT,Koja,Jakarta Utara,50/20,,7,0.25
6,Kali Sunter Saringan Kresek,Koja,Jakarta Utara,200/35,,7,12
6,Sunter. PHB Kramat Jaya,Koja,Jakarta Utara,1000/1.5,,7,6
6,PHB Rawa Badak Selatan,Koja,Jakarta Utara,900/3,,7,-
6,Kali Betik Rawa Sengon,Koja,Jakarta Utara,500/6,,7,0.5
6,PHB Mawar Luar Kel. Tugu Utara,Koja,Jakarta Utara,200/2.5,,7,-
6,Inlet 1 Waduk Rawa Badak,Koja,Jakarta Utara,1950/5,,7,0.25
6,Inlet 2 Waduk Rawa Badak,Koja,Jakarta Utara,1950/5,,7,0.25
6,PHB Opetak,Koja,Jakarta Utara,600/6,,7,-
6,Kali Betik Outlet Boulevard,Koja,Jakarta Utara,800/16,,7,0.25
6,PHB Gang Forth,Koja,Jakarta Utara,700/4,,7,0.25
6,Saringan Sampah Pasar Uler,Koja,Jakarta Utara,,,7,4
6,Saringan Sampah Kresek,Koja,Jakarta Utara,,,7,2
6,Saringan Sampah Layar,Koja,Jakarta Utara,,,7,-
6,Saringan Sampah Bendungan Melayu,Koja,Jakarta Utara,,,7,2
6,PHB Sunter Ready Mix Ruas bypass Yos Sudarso,Tanjung Priok,Jakarta Utara,150/2.5,,7,-
6,Kali Lagoa Tirem depan Sukmul,Tanjung Priok,Jakarta Utara,500/30,,7,-
6,Kali Lagoa Tirem Depan Saringan,Tanjung Priok,Jakarta Utara,750/20,,7,4
6,Kali Lagoa Buntu Enim,Tanjung Priok,Jakarta Utara,500/28,,7,-
6,Kali Lagoa Buntu Arhanud,Tanjung Priok,Jakarta Utara,800/28,,7,-
6,Kali Lagoa Kanal Jembatan Arhanud,Tanjung Priok,Jakarta Utara,700/25,,7,-
6,Kali Lagoa Kanal Enggano,Tanjung Priok,Jakarta Utara,500/25,,7,-
6,Kali Lagoa Buntu Jembatan Bugis,Tanjung Priok,Jakarta Utara,350/25,,7,1
6,Kali Sentiong Jembatan Jubile School,Tanjung Priok,Jakarta Utara,800/20,,7,1
6,Kali Sentiong Blok A,Tanjung Priok,Jakarta Utara,800/20,,7,-
6,Sentiong Saringan,Tanjung Priok,Jakarta Utara,150/20,,7,-
6,Kali Sentiong Ex Paru Paru Buntu,Tanjung Priok,Jakarta Utara,650/20,,7,-
6,Kali Sentiong Ex Paru Paru Jembatan Kecil,Tanjung Priok,Jakarta Utara,650/20,,7,-
6,Kali Sentiong Jembatan Item,Tanjung Priok,Jakarta Utara,500/25,,7,-
6,Kali Sentiong Jembatan Marto,Tanjung Priok,Jakarta Utara,1500/20,,7,1
6,Kali Sentiong Sunter Muara,Tanjung Priok,Jakarta Utara,500/25,,7,1
6,PHB Indah Barat Tengah,Tanjung Priok,Jakarta Utara,100/3.5,,7,1
6,Kali Sentiong Belakang Saringan,Tanjung Priok,Jakarta Utara,100/25,,7,-
6,PHB Pela Pela,Tanjung Priok,Jakarta Utara,350/3,,7,-
6,Waduk Sunter Selatan SPBU Shell,Tanjung Priok,Jakarta Utara,10,Ha,7,-
6,Waduk Sunter Selatan Pos Polisi,Tanjung Priok,Jakarta Utara,9,Ha,7,3
6,Waduk Sunter Selatan SPBU Pertamina,Tanjung Priok,Jakarta Utara,9,Ha,7,3
6,Waduk Sunter Utara Bisma,Tanjung Priok,Jakarta Utara,10,Ha,7,3
6,Waduk Sunter Utara Stadion BMW,Tanjung Priok,Jakarta Utara,10,Ha,7,-
6,PHB Stadion BMW,Tanjung Priok,Jakarta Utara,200/3,,7,-
6,Waduk Sunter Utara Daikin,Tanjung Priok,Jakarta Utara,10,Ha,7,-
6,Saringan Pompa Sunter Utara,Tanjung Priok,Jakarta Utara,400/8,,7,-
6,PHB Cemara Pengadilan,Tanjung Priok,Jakarta Utara,600/2.5,,7,-
6,PHB Bisma Raya,Tanjung Priok,Jakarta Utara,800/3.5,,7,-
6,PHB Bisma Inlet IV A,Tanjung Priok,Jakarta Utara,300/4,,7,-
6,PHB Bisma Inlet IV B,Tanjung Priok,Jakarta Utara,300/4,,7,-
6,PHB Inlet III (Bisma),Tanjung Priok,Jakarta Utara,600/4,,7,-
6,PHB Inlet II (Bisma),Tanjung Priok,Jakarta Utara,1500/4,,7,-
6,PHB Inlet I (Bisma),Tanjung Priok,Jakarta Utara,600/4,,7,-
6,PHB Agung Perkasa 10,Tanjung Priok,Jakarta Utara,400/3,,7,-
6,PHB Agung Perkasa 7,Tanjung Priok,Jakarta Utara,700/4,,7,-
6,PHB Agung 21,Tanjung Priok,Jakarta Utara,800/3,,7,-
6,PHB Agung Utara I,Tanjung Priok,Jakarta Utara,650/3.5,,7,-
6,PHB Agung Karya (BP3IP),Tanjung Priok,Jakarta Utara,500/3,,7,-
6,PHB Agung Timur 1 Blok N,Tanjung Priok,Jakarta Utara,300/3,,7,-
6,PHB Sunter Selatan,Tanjung Priok,Jakarta Utara,400/3,,7,-
6,PHB Danau Permai,Tanjung Priok,Jakarta Utara,500/3.5,,7,-
6,PHB Danau Indah Timur,Tanjung Priok,Jakarta Utara,900/3.5,,7,-
6,PHB Danau Indah Barat,Tanjung Priok,Jakarta Utara,435/4,,7,-
6,PHB Sunter Indah,Tanjung Priok,Jakarta Utara,400/3,,7,-
6,PHB Mandor Iren,Tanjung Priok,Jakarta Utara,250/2.5,,7,-
6,PHB Sunter Ready Mix Ruas By Pass-SPBU Shell,Tanjung Priok,Jakarta Utara,750/5,,7,2
6,PHB Sunter Ready Mix Ruas SPBU Shell-Sunter Mall,Tanjung Priok,Jakarta Utara,750/5,,7,2
6,PHB Sunter Ready Mix Ruas Sunter Mall-Rs. Satya Negara,Tanjung Priok,Jakarta Utara,750/5,,7,2
6,PHB Sunter Ready Mix Ruas Rs. Satya Negara-Lampu Merah Blok A,Tanjung Priok,Jakarta Utara,750/5,,7,2
6,PHB Lagoa Tirem Gg.8,Tanjung Priok,Jakarta Utara,350/3.5,,7,-
6,PHB Lagoa Tirem Buntu,Tanjung Priok,Jakarta Utara,300/8,,7,-
6,PHB Depan Pompa Sunter Utara / Jembatan Putih,Tanjung Priok,Jakarta Utara,300/3,,7,4
6,PHB Kebon Bawang,Tanjung Priok,Jakarta Utara,700/3.5,,7,1
6,PHB Trio,Tanjung Priok,Jakarta Utara,500/3.5,,7,1
6,PHB Lampu Merah Astra ( Karya Beton),Tanjung Priok,Jakarta Utara,400/3,,7,1
6,PHB Astra Container,Tanjung Priok,Jakarta Utara,400/4,,7,1
6,PHB Sungai Bambu,Tanjung Priok,Jakarta Utara,500/3.5,,7,1
6,PHB Lanji SD Bangun,Tanjung Priok,Jakarta Utara,800/3,,7,-
6,PHB Indo Karya,Tanjung Priok,Jakarta Utara,300/3,,7,-
6,PHB Agung Timur 1 Blok O,Tanjung Priok,Jakarta Utara,450/3,,7,-
6,PHB Agung Barat 1,Tanjung Priok,Jakarta Utara,500/4,,7,1
6,PHB Warakas 6 Gang 8,Tanjung Priok,Jakarta Utara,350/3.5,,7,2
6,PHB Jati,Tanjung Priok,Jakarta Utara,500/3,,7,1
6,PHB Swasembada,Tanjung Priok,Jakarta Utara,450/4,,7,1
6,PHB Jati Kolong Tol,Tanjung Priok,Jakarta Utara,500/3,,7,1
6,PHB Sunter Jaya Barat,Tanjung Priok,Jakarta Utara,600/2.5,,7,1
6,PHB Yos Sudarso,Tanjung Priok,Jakarta Utara,500/2.5,,7,1
6,PHB Agung Perkasa Raya,Tanjung Priok,Jakarta Utara,432/3.5,,7,1
6,PHB Warakas V,Tanjung Priok,Jakarta Utara,400/2.5,,7,1
6,PHB Samping Pos Polisi,Tanjung Priok,Jakarta Utara,100/2.5,,7,1
6,Emplasment Sentiong,Tanjung Priok,Jakarta Utara,100/25,,7,1
6,PHB Danau Permai Timur,Tanjung Priok,Jakarta Utara,700/3,,7,1
6,Waduk Sunter Timur depan Gor,Tanjung Priok,Jakarta Utara,6.5,Ha,7,1
6,Waduk Sunter Timur depan Astra Container,Tanjung Priok,Jakarta Utara,6.5,Ha,7,1
6,Kali Ex Paru-Paru Jembatan Pondok,Tanjung Priok,Jakarta Utara,600/20,,7,1
6,Kali Sentiong Sunter Icon,Tanjung Priok,Jakarta Utara,600/25,,7,1
6,Kali Lagoa Tirem Jembatan 55,Tanjung Priok,Jakarta Utara,750/20,,7,4
6,PHB Warakas 4 Gang IX Kel. Warakas,Tanjung Priok,Jakarta Utara,600/3.5,,7,-
6,PHB Trio Ruas Warakas Raya Kel. Warakas,Tanjung Priok,Jakarta Utara,600/3,,7,-
6,PHB Gor Sunter Selatan,Tanjung Priok,Jakarta Utara,500/3,,7,-
6,Kali Tirem Ruas Gg Becek,Tanjung Priok,Jakarta Utara,600/3.5,,7,1
6,PHB Danau Indah I,Tanjung Priok,Jakarta Utara,500/3,,7,1
6,PHB Auto 2000,Tanjung Priok,Jakarta Utara,300/3,,7,1
6,PHB Sunter Permai Raya Kel. Papanggo,Tanjung Priok,Jakarta Utara,700/3,,7,1
6,PHB Agung Barat Ruas Gereja,Tanjung Priok,Jakarta Utara,350/4,,7,1
6,PHB Warakas 4 Gg 17,Tanjung Priok,Jakarta Utara,400/3,,7,1
6,PHB Swasembada Ruas Gereja,Tanjung Priok,Jakarta Utara,450/4,,7,1
6,PHB Sunter Garden,Tanjung Priok,Jakarta Utara,600/2.5,,7,1
6,PHB Pasar Kober,Tanjung Priok,Jakarta Utara,600/3,,7,1
6,PHB Agung Permai Raya,Tanjung Priok,Jakarta Utara,450/3,,7,1
6,Saringan Sampah Lagoa Tirem,Tanjung Priok,Jakarta Utara,,,7,-
